"rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed"
"693","img_pilot/0.png","ArrowRight","image-keyboard-response","2","2.0.0","4466"
"563","img_pilot/1.png","ArrowLeft","image-keyboard-response","3","2.0.0","5032"
"438","img_pilot/2.png","ArrowRight","image-keyboard-response","4","2.0.0","5473"
"423","img_pilot/3.png","ArrowLeft","image-keyboard-response","5","2.0.0","5901"
